index_shangche,label_shangche,name,lat,lon,index_xiache,label_xiache,pop_dens,age_0_19,age_20_39,age_40_59,age_60,lu_comm,lu_res,lu_work,lu_pub,dis_pop,dis_poi
219,7,小海子,39.891685,116.502728,219,7,20037,0.16,0.36,0.24,0.24,0.1,0.45,0.32,0.13,12.22,11.97
220,7,四根旗杆,39.891659,116.507395,220,7,23253,0.14,0.41,0.22,0.23,0.11,0.42,0.34,0.13,12.58,12.35
221,7,方家村,39.891657,116.513829,221,7,21803,0.16,0.38,0.22,0.24,0.1,0.48,0.3,0.12,13.08,12.89
222,7,朝阳半壁店,39.891743,116.520642,222,7,20943,0.15,0.37,0.25,0.23,0.09,0.48,0.3,0.13,13.62,13.45
223,7,观音堂北,39.887748,116.521395,223,4,23354,0.13,0.37,0.26,0.24,0.09,0.49,0.28,0.14,13.85,13.62
224,7,观音堂,39.883209,116.521546,224,4,23240,0.14,0.39,0.27,0.2,0.1,0.47,0.3,0.13,14.07,13.77
225,7,古塔公园,39.87754,116.52315,225,4,22536,0.14,0.35,0.3,0.21,0.09,0.49,0.29,0.13,14.48,14.1
226,7,王四营,39.873397,116.524467,226,4,23028,0.13,0.41,0.25,0.21,0.09,0.47,0.3,0.14,14.8,14.37
228,7,孛罗营村北,39.865686,116.531721,228,4,22983,0.14,0.41,0.23,0.22,0.09,0.47,0.3,0.14,15.77,15.27
229,7,孛罗营,39.861716,116.531691,229,4,23178,0.12,0.41,0.26,0.21,0.09,0.47,0.3,0.14,16,15.44
230,7,王四营桥南,39.866889,116.52495,230,4,21000,0.14,0.42,0.23,0.21,0.1,0.47,0.29,0.14,15.2,14.68
231,6,柳芳北里,39.956375,116.433446,231,4,17149,0.14,0.42,0.19,0.25,0.12,0.41,0.31,0.16,5.51,6.95
232,6,左家庄中街,39.953555,116.434825,232,4,16455,0.13,0.37,0.26,0.24,0.11,0.43,0.32,0.14,5.52,6.87
233,6,左家庄东街,39.954153,116.442077,233,4,16518,0.14,0.37,0.25,0.24,0.1,0.44,0.3,0.16,6.13,7.43
234,8,左家庄,39.949637,116.43899,234,9,27800,0.15,0.41,0.2,0.24,0.08,0.42,0.35,0.15,5.75,6.95
235,7,新源里,39.947041,116.442924,235,8,20102,0.15,0.39,0.23,0.23,0.1,0.41,0.35,0.14,6.03,7.12
236,7,塔园村,39.942625,116.444179,236,8,22488,0.14,0.42,0.23,0.21,0.12,0.41,0.34,0.13,6.08,7.03
237,7,幸福三村,39.938715,116.444193,237,8,22289,0.14,0.42,0.21,0.23,0.11,0.39,0.36,0.14,6.06,6.88
238,7,工人体育场,39.931675,116.444126,238,8,20011,0.15,0.4,0.23,0.22,0.1,0.43,0.35,0.12,6.1,6.68
239,7,朝阳医院,39.926085,116.444105,239,8,21229,0.16,0.43,0.2,0.21,0.11,0.39,0.37,0.13,6.21,6.59
240,7,东大桥路口北,39.923105,116.444107,240,8,23871,0.14,0.38,0.25,0.23,0.11,0.39,0.35,0.15,6.29,6.56
244,6,地安门内,39.931096,116.390044,244,4,15141,0.12,0.42,0.25,0.21,0.1,0.45,0.3,0.15,1.66,2.31
245,6,景山东街,39.926535,116.393194,245,4,16796,0.14,0.42,0.21,0.23,0.11,0.42,0.32,0.15,2.17,2.33
246,6,景山东门,39.923375,116.393344,246,4,16701,0.13,0.4,0.23,0.24,0.11,0.43,0.32,0.14,2.41,2.26
247,7,美术馆,39.922881,116.402946,247,8,20171,0.15,0.38,0.26,0.21,0.11,0.39,0.35,0.15,3.08,3.06
248,8,大北窑南,39.905223,116.45604,248,7,29291,0.14,0.36,0.3,0.2,0.07,0.48,0.28,0.17,7.98,7.74
249,7,大北窑北,39.909802,116.455987,249,8,21052,0.15,0.43,0.2,0.22,0.11,0.41,0.34,0.14,7.76,7.65
250,7,光华桥北,39.913862,116.455924,250,8,20134,0.14,0.44,0.19,0.23,0.11,0.39,0.37,0.13,7.58,7.59
251,7,呼家楼北,39.919921,116.455715,251,8,22312,0.15,0.42,0.21,0.22,0.1,0.39,0.36,0.15,7.34,7.54
252,7,白家庄,39.925251,116.455775,252,8,21220,0.14,0.42,0.23,0.21,0.12,0.4,0.33,0.15,7.2,7.57
253,7,白家庄北,39.928741,116.455814,253,8,22973,0.14,0.41,0.22,0.23,0.11,0.41,0.35,0.13,7.14,7.61
254,7,长虹桥西,39.932461,116.451501,254,8,22428,0.16,0.39,0.25,0.2,0.1,0.45,0.32,0.13,6.72,7.32
255,7,三里屯,39.93246,116.448452,255,8,22557,0.14,0.44,0.19,0.23,0.1,0.41,0.35,0.14,6.46,7.06
260,6,张自忠路,39.932152,116.408908,260,4,15950,0.13,0.38,0.27,0.22,0.11,0.43,0.3,0.16,3.13,3.8
261,6,宽街路口东,39.932079,116.404736,261,4,16872,0.14,0.39,0.23,0.24,0.1,0.45,0.3,0.15,2.79,3.47
262,6,外馆斜街,39.961478,116.397096,262,4,15645,0.14,0.36,0.25,0.25,0.13,0.41,0.31,0.15,3.27,5.28
263,6,安华西里,39.961831,116.39052,263,4,15406,0.14,0.41,0.22,0.23,0.11,0.39,0.34,0.16,2.99,5.07
264,6,安华桥南,39.964944,116.38856,264,4,16955,0.12,0.38,0.28,0.22,0.11,0.4,0.34,0.15,3.22,5.33
265,6,安华桥北,39.969565,116.388343,265,5,16859,0.15,0.43,0.2,0.22,0.1,0.43,0.34,0.13,3.69,5.81
266,6,安贞西里,39.972995,116.388196,266,5,16444,0.14,0.38,0.25,0.23,0.11,0.42,0.33,0.14,4.05,6.17
267,6,地铁北土城站,39.975548,116.38574,267,5,17036,0.14,0.4,0.25,0.21,0.11,0.39,0.34,0.16,4.26,6.39
268,6,华严里,39.977847,116.381762,268,5,16317,0.14,0.37,0.26,0.23,0.13,0.4,0.31,0.16,4.44,6.57
269,8,民族园西路,39.98109,116.380272,269,9,28650,0.15,0.44,0.18,0.23,0.08,0.39,0.37,0.16,4.78,6.9
270,8,祁家豁子,39.980959,116.375696,270,9,28965,0.14,0.42,0.22,0.22,0.07,0.42,0.35,0.16,4.73,6.83
271,7,长虹桥南,39.93148,116.455292,271,8,22468,0.13,0.4,0.23,0.24,0.1,0.4,0.35,0.15,7.05,7.61
272,7,呼家楼南,39.91553,116.455284,272,8,21776,0.16,0.38,0.25,0.21,0.11,0.42,0.32,0.15,7.46,7.52
273,6,白云路,39.902712,116.336709,273,4,16876,0.14,0.35,0.3,0.21,0.11,0.42,0.31,0.16,5.05,3.23
274,6,公安大学,39.901837,116.33334,274,4,15361,0.13,0.38,0.26,0.23,0.11,0.43,0.3,0.16,5.3,3.52
275,6,木樨地北,39.907344,116.329409,275,4,15453,0.12,0.41,0.25,0.22,0.11,0.42,0.33,0.14,5.09,3.52
276,8,玉渊潭东门,39.910446,116.3286,276,8,25835,0.14,0.42,0.23,0.21,0.07,0.47,0.31,0.15,4.91,3.46
277,8,钓鱼台,39.917735,116.328505,277,8,27403,0.13,0.42,0.22,0.23,0.08,0.45,0.3,0.17,4.45,3.32
278,8,二里沟西口,39.931168,116.326852,278,8,29615,0.14,0.42,0.2,0.24,0.08,0.45,0.33,0.14,4.03,3.67
279,8,四道口东,39.931158,116.321813,279,8,25675,0.14,0.39,0.26,0.21,0.07,0.48,0.29,0.16,4.45,4.08
280,8,白石桥南,39.935211,116.319807,280,8,29271,0.15,0.42,0.22,0.21,0.08,0.48,0.3,0.14,4.56,4.4
281,8,白石桥西,39.937836,116.317562,281,8,27413,0.14,0.43,0.2,0.23,0.08,0.47,0.3,0.15,4.74,4.69
282,8,紫竹院南门,39.93884,116.310209,282,5,26471,0.15,0.4,0.24,0.21,0.06,0.55,0.24,0.15,5.36,5.31
285,5,板井,39.94553,116.281174,285,5,10199,0.13,0.42,0.23,0.22,0.15,0.3,0.4,0.15,7.88,7.88
286,5,四季青桥东,39.945495,116.271355,286,5,10741,0.14,0.42,0.21,0.23,0.13,0.33,0.4,0.14,8.71,8.66
287,8,四季青桥北,39.94673,116.269536,287,6,25597,0.15,0.38,0.25,0.22,0.07,0.48,0.28,0.17,8.88,8.86
288,8,东冉村,39.954649,116.270085,288,6,29055,0.16,0.35,0.27,0.22,0.07,0.47,0.3,0.16,8.96,9.15
289,8,南坞,39.958359,116.269665,289,6,25280,0.17,0.35,0.25,0.23,0.07,0.51,0.26,0.16,9.09,9.36
290,5,车道沟桥西,39.94592,116.28363,290,5,10406,0.14,0.42,0.24,0.2,0.15,0.31,0.39,0.15,7.67,7.7
291,6,木樨地东,39.905876,116.331305,291,4,16671,0.13,0.39,0.23,0.25,0.11,0.4,0.32,0.17,5.09,3.44
292,7,东黄城根北口,39.931395,116.400163,292,8,20727,0.13,0.38,0.26,0.23,0.12,0.42,0.32,0.14,2.44,3.08
293,7,团结湖路北口,39.931654,116.460915,293,8,23141,0.15,0.38,0.27,0.2,0.1,0.41,0.35,0.14,7.53,8.09
294,7,团结湖公园,39.925744,116.460901,294,8,22130,0.13,0.43,0.21,0.23,0.1,0.43,0.34,0.13,7.62,8.01
295,7,水碓路口南,39.920491,116.46349,295,8,21451,0.15,0.4,0.24,0.21,0.12,0.4,0.35,0.13,7.96,8.2
296,7,小庄路口北,39.916971,116.463468,296,8,22088,0.16,0.42,0.2,0.22,0.1,0.43,0.34,0.13,8.07,8.21
297,7,英家坟,39.914086,116.479668,297,8,20104,0.14,0.39,0.27,0.2,0.11,0.42,0.35,0.12,9.48,9.6
298,7,慈云寺,39.914187,116.486986,298,8,20479,0.15,0.4,0.24,0.21,0.1,0.43,0.33,0.14,10.08,10.23
299,7,东八里庄,39.914339,116.491925,299,8,22653,0.15,0.44,0.17,0.24,0.11,0.42,0.32,0.15,10.48,10.65
300,7,十里堡,39.91448,116.497044,300,8,23395,0.16,0.42,0.21,0.21,0.1,0.42,0.35,0.13,10.9,11.08
301,7,甘露园西,39.914763,116.5067,301,8,22136,0.14,0.42,0.23,0.21,0.12,0.41,0.34,0.13,11.69,11.9
302,7,甘露园东,39.915421,116.514067,302,8,23558,0.15,0.44,0.18,0.23,0.1,0.44,0.33,0.13,12.29,12.53
303,7,康家沟,39.911282,116.516152,303,8,22256,0.15,0.38,0.27,0.2,0.1,0.41,0.34,0.15,12.57,12.73
304,7,水碓路口西,39.922015,116.462025,304,8,21075,0.14,0.37,0.26,0.23,0.1,0.43,0.34,0.13,7.8,8.08
305,7,龙潭公园,39.87947,116.428381,305,8,22299,0.14,0.42,0.2,0.24,0.1,0.43,0.32,0.15,8.08,6.88
306,7,北京体育馆,39.882855,116.424304,306,8,20395,0.15,0.37,0.25,0.23,0.11,0.4,0.35,0.14,7.57,6.37
307,7,北京体育馆西,39.882647,116.417664,307,8,20122,0.14,0.39,0.27,0.2,0.11,0.42,0.34,0.13,7.28,5.96
309,6,北新桥路口北,39.940419,116.410569,309,4,15984,0.14,0.39,0.26,0.21,0.11,0.4,0.33,0.16,3.2,4.34
310,6,雍和宫,39.946319,116.410358,310,4,16026,0.13,0.41,0.21,0.25,0.12,0.43,0.3,0.15,3.29,4.71
312,6,北小街豁口,39.947913,116.416284,312,4,16989,0.13,0.4,0.25,0.22,0.1,0.42,0.32,0.16,3.83,5.21
313,6,和平里南口,39.951566,116.419099,313,4,17473,0.13,0.4,0.22,0.25,0.12,0.44,0.3,0.14,4.18,5.65
314,6,砖角楼,39.95291,116.422742,314,4,16845,0.14,0.41,0.22,0.23,0.11,0.42,0.34,0.13,4.53,5.99
315,6,东土城路,39.952884,116.426103,315,4,17998,0.14,0.39,0.22,0.25,0.11,0.41,0.32,0.16,4.79,6.22
316,8,安贞桥东,39.967405,116.405582,316,9,28561,0.14,0.41,0.24,0.21,0.09,0.4,0.35,0.16,4.24,6.21
317,8,和平西桥,39.9676,116.413098,317,9,26459,0.15,0.44,0.18,0.23,0.08,0.4,0.36,0.16,4.7,6.59
318,8,和平东桥,39.967682,116.416211,318,9,27908,0.14,0.42,0.21,0.23,0.08,0.41,0.36,0.15,4.9,6.76
319,8,和平里东街,39.963175,116.418635,319,9,26790,0.16,0.39,0.25,0.2,0.08,0.4,0.37,0.15,4.75,6.51
320,6,和平里路口南,39.955105,116.418896,320,4,16011,0.13,0.41,0.25,0.21,0.1,0.43,0.31,0.16,4.32,5.89
321,6,和平里南街,39.952725,116.418566,321,4,17765,0.12,0.37,0.3,0.21,0.11,0.44,0.29,0.16,4.19,5.7
322,6,地坛东门,39.9526,116.412929,322,4,16961,0.13,0.39,0.24,0.24,0.1,0.42,0.33,0.15,3.74,5.33
323,6,地坛南门,39.949528,116.410007,323,4,15730,0.14,0.37,0.26,0.23,0.11,0.41,0.33,0.15,3.38,4.91
324,7,东直门,39.939712,116.43149,324,4,20482,0.12,0.4,0.26,0.22,0.09,0.51,0.26,0.14,4.98,5.9
325,7,春秀路,39.939755,116.436691,325,8,21473,0.15,0.43,0.21,0.21,0.11,0.43,0.32,0.14,5.42,6.32
328,7,甜水园北里,39.928584,116.472149,328,8,21723,0.15,0.43,0.19,0.23,0.11,0.42,0.34,0.13,8.52,8.99
329,7,金台路口南,39.920353,116.471849,329,8,22858,0.15,0.43,0.22,0.2,0.1,0.4,0.35,0.15,8.66,8.92
330,7,红庙路口北,39.916843,116.471799,330,8,20300,0.14,0.39,0.26,0.21,0.1,0.42,0.35,0.13,8.75,8.92
331,7,金台路口北,39.923314,116.47214,331,8,23680,0.13,0.39,0.26,0.22,0.1,0.4,0.36,0.14,8.61,8.95
332,6,地铁和平里北街站,39.95631,116.412529,332,4,17500,0.12,0.37,0.27,0.24,0.11,0.44,0.31,0.14,3.9,5.6
333,6,和平里路口北,39.958395,116.419056,333,4,17710,0.12,0.36,0.31,0.21,0.11,0.41,0.32,0.16,4.5,6.15
334,6,南锣鼓巷,39.932145,116.398563,334,4,15139,0.12,0.39,0.28,0.21,0.11,0.41,0.32,0.16,2.28,3
335,6,地安门东,39.932132,116.392913,335,4,16782,0.13,0.38,0.24,0.25,0.11,0.44,0.31,0.14,1.83,2.58
336,8,郝家湾,39.931238,116.331202,336,8,27026,0.14,0.42,0.23,0.21,0.07,0.46,0.31,0.16,3.66,3.33
337,8,外文印刷厂,39.931227,116.316216,337,8,29602,0.15,0.38,0.24,0.23,0.08,0.48,0.29,0.15,4.92,4.54
338,8,老虎庙,39.931151,116.309391,338,8,29108,0.14,0.42,0.22,0.22,0.08,0.49,0.29,0.14,5.49,5.1
339,8,花园桥北,39.932561,116.304294,339,8,29854,0.14,0.41,0.22,0.23,0.08,0.47,0.31,0.14,5.9,5.56
340,8,紫竹桥南,39.93787,116.304365,340,8,25872,0.14,0.43,0.2,0.23,0.07,0.46,0.32,0.15,5.86,5.73
341,6,地铁芍药居站,39.976763,116.429508,341,5,16314,0.14,0.41,0.21,0.24,0.11,0.44,0.31,0.14,6.42,8.26
342,6,育慧南路南口,39.975955,116.425524,342,4,17866,0.13,0.4,0.22,0.25,0.11,0.44,0.31,0.14,6.11,7.97
343,6,对外经贸大学东门,39.979091,116.424792,343,4,15910,0.14,0.39,0.24,0.23,0.1,0.41,0.34,0.15,6.31,8.21
344,6,中国现代文学馆,39.98215,116.424231,344,5,17480,0.15,0.42,0.22,0.21,0.12,0.39,0.33,0.16,6.52,8.46
345,8,对外经贸大学,39.980654,116.418105,345,5,26423,0.14,0.38,0.26,0.22,0.06,0.53,0.24,0.17,6.06,8.03
346,8,中日医院,39.973336,116.418436,346,5,29402,0.15,0.4,0.24,0.21,0.06,0.51,0.27,0.16,5.47,7.37
347,8,和平东桥南,39.966935,116.4186,347,9,26687,0.15,0.44,0.19,0.22,0.08,0.41,0.36,0.15,5,6.82
348,6,青年沟东口,39.960777,116.417764,348,4,17037,0.14,0.41,0.21,0.24,0.1,0.42,0.32,0.16,4.54,6.26
349,6,青年沟,39.960642,116.411057,349,4,15629,0.13,0.42,0.23,0.22,0.11,0.41,0.33,0.15,4.07,5.87
350,6,青年沟西口,39.96058,116.407294,350,4,17343,0.13,0.38,0.25,0.24,0.12,0.39,0.34,0.15,3.81,5.67
351,6,小黄庄,39.960593,116.403521,351,4,17664,0.14,0.39,0.25,0.22,0.11,0.43,0.32,0.14,3.57,5.48
352,6,安定门,39.94819,116.402296,352,4,15999,0.12,0.36,0.29,0.23,0.11,0.42,0.32,0.15,2.71,4.34
353,8,和平东桥北,39.970133,116.41853,353,9,28862,0.15,0.38,0.26,0.21,0.09,0.39,0.35,0.17,5.23,7.09
354,8,惠新东桥南,39.985663,116.417864,354,5,27344,0.13,0.39,0.25,0.23,0.06,0.52,0.25,0.17,6.49,8.49
355,6,惠新东桥东,39.987336,116.419052,355,5,17584,0.15,0.41,0.2,0.24,0.11,0.41,0.32,0.16,6.7,8.7
356,6,育慧南路,39.986181,116.424751,356,5,17459,0.13,0.36,0.29,0.22,0.11,0.43,0.32,0.14,6.89,8.85
359,6,五间楼,39.850469,116.417447,359,4,15760,0.13,0.42,0.22,0.23,0.11,0.4,0.34,0.15,10.49,8.82
360,6,横七条,39.852489,116.417481,360,4,16281,0.14,0.41,0.21,0.24,0.11,0.42,0.31,0.16,10.29,8.63
361,7,刘家窑桥东,39.856665,116.420953,361,8,20322,0.14,0.4,0.25,0.21,0.11,0.39,0.35,0.15,9.97,8.39
362,7,芳星园南,39.860019,116.426961,362,8,21426,0.13,0.4,0.25,0.22,0.12,0.41,0.33,0.14,9.86,8.38
363,7,芳星园,39.86371,116.427573,363,8,21422,0.13,0.39,0.28,0.2,0.1,0.43,0.32,0.15,9.53,8.09
364,7,八里河,39.864508,116.430156,364,8,23445,0.15,0.43,0.18,0.24,0.12,0.39,0.36,0.13,9.56,8.16
365,7,左安门外,39.866189,116.432893,365,8,23864,0.14,0.42,0.22,0.22,0.1,0.41,0.34,0.15,9.52,8.18
366,7,左安门内,39.873388,116.433502,366,8,23431,0.14,0.4,0.25,0.21,0.1,0.43,0.34,0.13,8.89,7.65
367,7,龙潭湖游泳池,39.876366,116.43153,367,8,23595,0.13,0.4,0.26,0.21,0.11,0.38,0.36,0.15,8.52,7.31
368,6,龙潭湖,39.880034,116.43279,368,4,17404,0.13,0.37,0.28,0.22,0.11,0.4,0.33,0.16,8.26,7.13
369,7,光明楼,39.882119,116.434279,369,8,23348,0.14,0.42,0.23,0.21,0.1,0.42,0.35,0.13,8.16,7.09
370,6,夕照寺,39.885718,116.434098,370,4,17664,0.14,0.38,0.23,0.25,0.11,0.4,0.34,0.15,7.84,6.85
371,6,夕照寺街北口,39.889918,116.433847,371,4,16820,0.13,0.41,0.23,0.23,0.11,0.39,0.35,0.15,7.48,6.58
372,6,广渠门内,39.892404,116.431345,372,4,17164,0.13,0.37,0.26,0.24,0.12,0.41,0.31,0.16,7.14,6.26
373,6,安化楼,39.89236,116.427678,373,4,15733,0.12,0.4,0.23,0.25,0.11,0.43,0.3,0.16,6.93,5.99
374,6,培新街,39.892307,116.424342,374,4,15229,0.12,0.35,0.28,0.25,0.11,0.41,0.34,0.14,6.74,5.75
375,6,南花市大街,39.894731,116.421412,375,4,17318,0.12,0.4,0.27,0.21,0.11,0.4,0.34,0.15,6.38,5.39
376,6,羊市口,39.895824,116.414198,376,4,17634,0.14,0.38,0.26,0.22,0.12,0.4,0.34,0.14,5.9,4.81
378,7,崇文门东,39.899051,116.415769,378,8,23471,0.15,0.4,0.24,0.21,0.1,0.44,0.31,0.15,5.7,4.74
379,6,北花市大街,39.89835,116.421067,379,4,17005,0.14,0.35,0.29,0.22,0.11,0.43,0.32,0.14,6.06,5.17
380,6,小市口,39.895993,116.42328,380,4,16977,0.13,0.38,0.26,0.23,0.12,0.4,0.31,0.17,6.38,5.46
381,6,铁辘轳把,39.896127,116.428269,381,4,17613,0.14,0.39,0.24,0.23,0.11,0.41,0.34,0.14,6.66,5.83
382,6,白桥大街,39.894906,116.433068,382,4,15944,0.13,0.4,0.24,0.23,0.11,0.41,0.32,0.16,7.05,6.26
383,7,芳城园,39.864581,116.427021,383,8,21741,0.14,0.44,0.21,0.21,0.11,0.43,0.32,0.14,9.42,7.98
384,7,方庄南口,39.860377,116.425473,384,8,23175,0.16,0.37,0.26,0.21,0.1,0.41,0.34,0.15,9.77,8.27
385,6,石榴园东,39.844532,116.412102,385,4,17200,0.12,0.37,0.3,0.21,0.11,0.43,0.29,0.17,10.97,9.21
386,6,石榴园,39.845302,116.408551,386,4,15763,0.12,0.38,0.28,0.22,0.11,0.43,0.31,0.15,10.8,9.01
389,6,赵公口桥南,39.854031,116.40811,389,8,17112,0.14,0.42,0.21,0.23,0.11,0.34,0.39,0.16,9.86,8.1
390,8,赵公口桥西,39.855879,116.402514,390,8,28088,0.13,0.4,0.24,0.23,0.08,0.47,0.3,0.15,9.52,7.72
391,8,木樨园桥东,39.855896,116.398003,391,6,28853,0.16,0.35,0.26,0.23,0.06,0.51,0.29,0.14,9.43,7.58
392,8,木樨园桥北,39.859287,116.393994,392,8,26811,0.14,0.43,0.21,0.22,0.08,0.48,0.31,0.13,8.99,7.11
393,8,沙子口,39.863018,116.393803,393,8,28993,0.14,0.4,0.24,0.22,0.08,0.44,0.33,0.15,8.58,6.71
394,8,永定门内,39.872478,116.39395,394,8,27646,0.15,0.39,0.24,0.22,0.08,0.45,0.32,0.15,7.55,5.74
395,8,先农坛,39.876228,116.394041,395,8,27897,0.15,0.44,0.19,0.22,0.07,0.48,0.3,0.15,7.15,5.36
396,8,天坛西门,39.880817,116.392816,396,8,28369,0.14,0.43,0.2,0.23,0.07,0.43,0.33,0.17,6.63,4.86
397,6,珠市口南,39.888977,116.39233,397,8,15348,0.14,0.43,0.2,0.23,0.13,0.34,0.36,0.17,5.75,4.04
398,8,大栅栏,39.894837,116.394882,398,8,28614,0.14,0.38,0.26,0.22,0.07,0.49,0.28,0.16,5.2,3.64
401,7,王府井,39.906616,116.40707,401,8,20832,0.13,0.39,0.24,0.24,0.09,0.43,0.35,0.13,4.58,3.7
402,7,东单路口东,39.906803,116.414207,402,8,22655,0.13,0.39,0.28,0.2,0.12,0.42,0.32,0.14,4.97,4.26
403,7,永安里路口北,39.908976,116.444243,403,8,22035,0.15,0.42,0.2,0.23,0.11,0.43,0.34,0.12,6.9,6.67
404,7,芳草地南,39.912906,116.444246,404,8,20064,0.15,0.42,0.22,0.21,0.12,0.41,0.33,0.14,6.7,6.61
405,7,芳草地,39.917166,116.444247,405,8,21474,0.14,0.39,0.23,0.24,0.1,0.42,0.35,0.13,6.51,6.57
407,8,航天桥西,39.922986,116.301659,407,6,28167,0.14,0.38,0.25,0.23,0.07,0.48,0.29,0.16,6.33,5.61
408,8,西钓鱼台,39.922808,116.294383,408,6,27344,0.17,0.38,0.21,0.24,0.07,0.49,0.28,0.16,6.94,6.23
409,8,定慧寺东,39.923004,116.280446,409,6,26813,0.14,0.41,0.22,0.23,0.06,0.5,0.29,0.15,8.09,7.42
410,5,定慧桥东,39.923326,116.274474,410,6,11387,0.14,0.37,0.28,0.21,0.14,0.3,0.42,0.14,8.58,7.93
411,8,定慧桥北,39.925191,116.269776,411,6,29680,0.16,0.39,0.23,0.22,0.07,0.46,0.31,0.16,8.93,8.34
412,8,五路桥,39.931431,116.269129,412,6,27182,0.14,0.38,0.27,0.21,0.06,0.49,0.29,0.16,8.9,8.47
413,8,营慧寺,39.935031,116.268659,413,6,29540,0.15,0.37,0.27,0.21,0.07,0.49,0.29,0.15,8.91,8.58
414,8,四季青桥南,39.940691,116.268528,414,6,29259,0.15,0.38,0.24,0.23,0.06,0.51,0.26,0.17,8.92,8.74
415,8,广外关厢,39.888096,116.339858,415,8,25882,0.14,0.42,0.23,0.21,0.07,0.47,0.3,0.16,6.28,4.24
416,6,广安门南,39.885291,116.342303,416,8,15923,0.15,0.43,0.18,0.24,0.12,0.36,0.38,0.14,6.47,4.39
417,6,椿树馆街,39.881161,116.342428,417,8,15248,0.15,0.42,0.21,0.22,0.12,0.36,0.37,0.15,6.89,4.8
418,6,白纸坊桥南,39.875451,116.342863,418,8,17732,0.15,0.4,0.22,0.23,0.12,0.35,0.38,0.15,7.47,5.36
419,6,菜户营桥北,39.870312,116.342395,419,4,17833,0.14,0.4,0.21,0.25,0.11,0.43,0.31,0.15,8.02,5.9
420,6,菜户营桥东,39.866446,116.345988,420,4,15683,0.13,0.39,0.27,0.21,0.11,0.41,0.32,0.16,8.34,6.21
421,6,大观园,39.866698,116.351098,421,4,17599,0.12,0.35,0.32,0.21,0.1,0.44,0.31,0.15,8.2,6.07
422,6,右安门东,39.868123,116.36168,422,4,16585,0.14,0.38,0.23,0.25,0.11,0.4,0.34,0.15,7.89,5.77
423,6,开阳桥东,39.868733,116.369468,423,4,17730,0.13,0.4,0.25,0.22,0.11,0.42,0.32,0.15,7.76,5.69
424,6,陶然亭公园南门,39.869088,116.374372,424,8,17126,0.14,0.43,0.19,0.24,0.12,0.37,0.36,0.15,7.72,5.68
425,6,永定门西,39.869909,116.387522,425,8,16945,0.13,0.43,0.23,0.21,0.12,0.35,0.37,0.16,7.73,5.81
426,6,永定门东,39.870308,116.397431,426,8,16317,0.14,0.41,0.21,0.24,0.12,0.33,0.39,0.16,7.86,6.08
427,6,天坛南门,39.870528,116.405614,427,8,16264,0.14,0.43,0.19,0.24,0.14,0.33,0.36,0.17,8.05,6.38
428,7,玉蜓桥西,39.869644,116.41271,428,4,20818,0.14,0.37,0.25,0.24,0.1,0.46,0.3,0.14,8.37,6.8
429,7,芳古园北,39.86926,116.420129,429,4,22122,0.12,0.41,0.25,0.22,0.09,0.46,0.31,0.14,8.68,7.21
430,7,方庄环岛西,39.864326,116.421491,430,8,22093,0.14,0.41,0.21,0.24,0.11,0.43,0.32,0.14,9.22,7.71
431,7,肿瘤医院,39.873267,116.438684,431,4,22182,0.12,0.41,0.24,0.23,0.09,0.46,0.3,0.15,9.16,7.99
432,2,劲松南路西口,39.87838,116.440237,432,4,5116,0.14,0.38,0.27,0.21,0.21,0.21,0.44,0.14,8.8,7.74
433,7,光明桥,39.883028,116.439264,433,4,22782,0.13,0.37,0.28,0.22,0.09,0.51,0.27,0.13,8.36,7.38
434,7,广渠门,39.892045,116.43813,434,8,23225,0.15,0.38,0.26,0.21,0.11,0.42,0.33,0.14,7.58,6.79
435,7,建国门南,39.903061,116.430062,435,8,22590,0.13,0.39,0.25,0.23,0.11,0.4,0.34,0.15,6.26,5.67
436,7,北京站东街,39.903779,116.428178,436,8,23179,0.15,0.42,0.21,0.22,0.1,0.42,0.34,0.14,6.08,5.49
437,7,北京站东,39.903674,116.424311,437,8,23433,0.13,0.39,0.28,0.2,0.1,0.43,0.34,0.13,5.84,5.18
438,7,芳古园,39.864344,116.419539,438,4,21870,0.12,0.38,0.27,0.23,0.09,0.49,0.28,0.14,9.15,7.61
439,6,蒲黄榆,39.865426,116.415583,439,8,15062,0.14,0.39,0.24,0.23,0.12,0.37,0.35,0.16,8.9,7.32
440,6,开阳桥西,39.869505,116.36729,440,4,15524,0.14,0.42,0.19,0.25,0.1,0.42,0.32,0.16,7.69,5.6
441,6,右安门西,39.868661,116.355659,441,8,17207,0.14,0.38,0.26,0.22,0.13,0.35,0.36,0.16,7.91,5.78
442,6,大观园西,39.868428,116.345019,442,6,16902,0.14,0.4,0.21,0.25,0.12,0.36,0.35,0.17,8.15,6.03
443,6,白纸坊桥北,39.877509,116.34415,443,4,17990,0.12,0.38,0.26,0.24,0.11,0.44,0.3,0.15,7.22,5.11
444,8,莲花池,39.888741,116.315862,444,6,29892,0.16,0.38,0.23,0.23,0.07,0.5,0.27,0.16,7.38,5.59
445,5,牡丹园西,39.975154,116.361266,445,5,11668,0.14,0.39,0.23,0.24,0.13,0.35,0.37,0.15,4.2,6.17
446,8,牡丹园,39.974095,116.363625,446,8,26610,0.14,0.44,0.22,0.2,0.08,0.46,0.31,0.15,4.04,6.04
